desc,tsne_x,tsne_y,desc_clear,labels_kmeans,авиация,автосервис,автотрасса,ангар,арбат,арт,аэропорт,балкон,баня,бар,баскетболла,бассейн,беговой,библиотека,бизнес,бизнес-центр,бокс,больница,борьба,веранда,вертолет,вид,витрина,вокзал,волейболла,галерея,гараж,гора,город,гостиница,граффити,двор,декор,джет,дк,дом,дорога,дорогомилово,заведение,завод,зал,зала,замоскворечье,здание,зона,измайлово,интерьер,искусство,кабинет,кафе,квартал,квартира,кино,кинотеатр,кирпич,кладбище,клиника,клип,клуб,колонна,коммуналка,комната,комплекс,конструкция,конференц-зал,коридор,красота,кресло,крыша,культура,кунцево,куркино,кухня,лаборатория,лес,лестница,лефортово,лофт,магазин,манежы,мастерская,мебель,мост,музей,набережная,насаждение,область,обучение,общежитие,озеро,окно,остекление,отдых,отель,офис,павильон,парк,паркинг,парковка,перекрытие,пирс,платформа,площадка,площадь,пляж,подвал,подъезд,поле,помещение,поселок,проезжий,проект,промзона,проспект,пространство,река,реклама,ремонт,ресторан,роща,рынок,сад,салон,самолет,санаторий,сауна,сериал,склад,спорт,стадион,стена,стоянка,студия,супермаркет,сцена,таунхаус,тверская,театр,теннис,территория,транспорт,тренажер,улица,университет,усадьба,учреждение,фасад,фитнес-клуб,футбол,хамовник,холл,хостел,центр,церковь,школа,шоссе,эскалатор,этаж,якиманка
"Площадка, строение из красного кирпича, наружные, открытые инженерные элементы  коммуникации.",-5.8441153,-28.277689,площадка строение красный кирпич наружный открытый инженерный элемент коммуникация,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Парковка на крыше , панорамный вид города.",21.459599,-14.24358,парковка крыша панорамный вид город,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Пространство с множеством комнат (аудитории и лекторные залы).,-12.405041,9.078594,пространство множество комната аудитория лекторный зал,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Большое помещение с бассейном, баней и верандой .",28.913197,5.5612993,большой помещение бассейн баня веранда,29,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Публичная площадка, светлое пространство, высокие потолки, большие окна. Место для проведения деловых мероприятий.",33.69644,2.29593,публичный площадка светлый пространство высокий потолок большой окно место проведение деловой мероприятие,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Небольшое пространство, включающее основной зал и зону кафе",-31.425587,5.408467,небольшой пространство включать основной зал зона кафе,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Банк, высокие потолки, светлое пространство.",34.407204,5.0339675,банк высокий потолок светлый пространство,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Школа Бортпроводников, общий вид площадок, объектов , самолетов. Зеленые насаждения. Test",14.747621,49.849144,школа бортпроводник общий вид площадка объект самолет зеленый насаждение test,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Большое светлое пространство в современной стилистике, большая площадь остекления, открытые элементы конструкций, современный хай-тек стиль дизайна интерьера, белый пол, глянцевый пол.",32.02007,-1.821956,большой светлый пространство современный стилистика большой площадь остекление открытый элемент конструкция современный хай течь стиль дизайн интерьер белый пол глянцевый пол,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Небольшой светлый холл на первом этаже с панорамными окнами,28.319056,4.8802767,небольшой светлый холл первый этаж панорамный окно,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Зал с белыми стенами и небольшой сценой,-21.119984,2.4642143,зал белый стена небольшой сцена,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Офис + коворкинг с цветными стенами (5 комнат).,20.651861,18.950596,офис коворкинг цветной стена 5 комната,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Офис-коворкинг в черно-белых тонах.,13.13006,25.126842,офис коворкинг черно-белый тон,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Коворкинг с кирпичной отделкой , небольшим кафе и кухней.",-17.09686,27.17793,коворкинг кирпичный отделка небольшой кафе кухня,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Переговоры в разных стилях.,-1.7564932,15.725575,переговоры разный стиль,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Переговорная с современным интерьером в светлых тонах с большими окнами и винтовой лестницей,  26 посадочных мест.",30.427067,23.643877,переговорный современный интерьер светлый тон большой окно винтовой лестница 26 посадочный место,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Белый дом в центре Москвы со своей парковкой.,9.507717,-1.683133,белый дом центр москва свой парковка,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Территория жилого комплекса с прогулочной аллеей и велодорожками.,1.0522405,-22.619284,территория жилой комплекс прогулочный аллея велодорожка,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Высотный жилой комплекс в Москве, состоящий из шести корпусов. Собственный яхт-клуб.",5.097118,2.9976993,высотный жилой комплекс москва состоять шесть корпус собственный яхт-клуб,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Территория среди объектов современного стиля.,20.723103,15.698934,территория среди объект современный стиль,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Комплекс представляет собой единый архитектурный ансамбль, выполненный в стиле хай-тек, с панорамным остеклением фасадов. Он состоит из трёх монолитных башен переменной этажности (3-14 этажей), которые соединяются на уровне седьмого этажа стилобатом. В этой части комплекса располагаются офисные помещения, объекты внутренней инфраструктуры и торговые площадки.",-1.4452488,0.76980275,"комплекс представлять единый архитектурный ансамбль выполнять стиль хаять течь панорамный остекление фасад состоять монолитный башня переменный этажность 3 14 этаж ),  который соединяться уровень седьмой этаж стилобат часть комплекс располагаться офисный помещение объект внутренний инфраструктура торговый площадка",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Здание выполнено в современной архитектурной концепции с использованием передовых инженерных технологий. В бизнес центре большие окна и просторное лобби, занимающее два этажа, а также кабинеты со свободной планировкой.",26.7202,13.610172,здание выполнять современный архитектурный концепция использование передовой инженерный технология бизнес центр большой окно просторный лобби занимать этаж также кабинет свободный планировка,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Дизайн интерьера бизнес центра исполнен в современном стиле хай-тек. Основной особенностью здания является два последних VIP этажа (13-14) с просторными террасами, отдельными лифтами и свободной планировкой. Среди объектов инфраструктуры бизнес центра  следует отметить: столовую для сотрудников, фитнес клуб с бассейном, парковка со 2 по 5 этаж здания, кафе, маникюрный салон, отделение банка. ",-2.2760026,1.4994721,дизайн интерьер бизнес центр исполнять современный стиль хаять течь основной особенность здание являться последний vip этаж 13 14 просторный терраса отдельный лифт свободный планировка среди объект инфраструктура бизнес центр следовать отмечать столовая сотрудник фитнес клуб бассейн парковка 2 5 этаж здание кафе маникюрный салон отделение банк,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Этот комплекс сочетает в себе оборудованные уютные офисные помещения и обширные территории складов с потолками высотой от 3 метров. Для удобства перемещения работают пассажирские лифты, а для разгрузки товара есть грузовой лифт (грузоподъемность до 1 тонны) и пандусы. Все этажи здания подключены к системе центрального отопления, установлена противопожарная сигнализация. На прилегающей территории имеется парковка и временная стоянка для фур и грузовых автомобилей. Офисные помещения смешанной планировки можно удобно оборудовать всем необходимым для ведения дел. На территории комплекса есть столовая, где можно перекусить в обеденный перерыв, и несколько торговых точек.",-4.181269,-16.095413,комплекс сочетать оборудовать уютный офисный помещение обширный территория склад потолок высота 3 метр удобство перемещение работать пассажирский лифт разгрузка товар грузовой лифт грузоподъемность 1 тонна пандус весь этаж здание подключать система центральный отопление устанавливать противопожарный сигнализация прилегать территория иметься парковка временный стоянка фура грузовой автомобиль офисный помещение смешанный планировка удобно оборудовать необходимый ведение дело территория комплекс столовая перекусить обеденный перерыв несколько торговый точка,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"I would be happy to invite the guests to my cozy, bright 2-room apartment one minute from the metro station. Just 20 minutes to Red Square and the city center by metro.The apartment is for 4 people. There is everything you need for a comfortable staying. Буду рада предложить гостям свою уютную светлую 2-комнатную квартиру в одной минуте от станции метро. Всего 20 минут до Красной площади и центра города на метро.Квартира для 4х человек, 7этаж. Есть все необходимое для комфортного проживания.",-25.63757,-25.41652,i would be happy to invite the guests to my cozy bright 2 room apartment one minute from the metro station just 20 minutes to red square and the city center by metro the apartment is for 4 people there is everything you need for a comfortable staying рад  гость свой уютный светлый 2 комнатный квартира минута станция метро 20 минута красный площадь центр город метро квартира 4х человек 7этаж необходимый комфортный проживание,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"БЕСКОНТАКТНЫЕ Заселение и выезд!!! ИДЕАЛЬНО ПОДХОДИТ ДЛЯ УДАЛЁННОЙ РАБОТЫ и спокойного отдыха! Очень уютная светлая студия! Свежий ремонт,великолепный матрас на широкой кровати, благоухающее постельное бельё. В 30 метрах от подъезда- круглосуточный супермаркет со своей пекарней. Отличный район Бизнес-класса Very comfortable bright apartment! Freshly renovated, great mattress on a wide bed. Perfect cleanliness. You will definitely want to come back to us :)",-25.638283,-25.409636,"бесконтактный заселение выезд !!! идеально подходить удаленный работа спокойный отдых очень уютный светлый студия свежий ремонт великолепный матрас широкий кровать благоухать постельный белье 30 метр подъезд круглосуточный супермаркет свой пекарня отличный район бизнес-класс very comfortable bright apartment freshly renovated great mattress on a wide bed perfect cleanliness you will definitely want to come back to us  :)
",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Уютные апартаменты-студия в новом жилом комплексе премиум-класса. В 5-8 минутах пешком станция метро Водный стадион. До Красной площади на метро 19 минут без пересадок! Студия на севере Москвы, в одном из самых чистых и ухоженных районов. Сразу за домом Невский парк, в 400 метрах вход в Парк-усадьбу Михалково. Каскады прудов, красивые аллеи - все будет радовать глаз и сделает Ваш отдых незабываемым! Район отличается прекрасной инфраструктурой. , в 600 метрах огромный ТРЦ Водный.",2.5948942,-25.851318,уютный апартамент студия новый жилой комплекс премиум класс 5 8 минута пешком станция метро водный стадион красный площадь метро 19 минута пересадка студия север москва самый чистый ухоженный район сразу дом невский парк 400 метр вход парк усадьба михалково каскад пруд красивый аллея радовать глаз сделать ваш отдых незабываемый район отличаться прекрасный инфраструктура 600 метр огромный трц водный,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Номер в отеле Измайловский парк оснащен всем необходимым для длительного проживания. В номере есть своя кухня с посудой и ванная комната.,-20.459194,14.066916,номер отель измайловский парк оснащать необходимый длительный проживание номер свой кухня посуда ванный комната,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Лофт для мероприятий . В интерьере присутствуют: граффити, машины, диваны , кресла, камин.",33.28777,44.418327,лофт мероприятие интерьер присутствовать граффити машина диван кресло камин,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
